"id,Sleep Duration,Profession,Work Pressure,Academic Pressure,Study Satisfaction,Job Satisfaction,Dietary Habits"
"40352,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"40353,5-6 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"40357,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"40360,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"40365,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"40376,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"40384,More than 8 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"40387,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"40400,5-6 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"40405,5-6 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"40408,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"40410,7-8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"40421,7-8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"40435,5-6 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"40440,More than 8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"40444,5-6 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40448,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"40449,More than 8 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"40450,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"40458,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"40459,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"40462,7-8 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"40467,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"40471,7-8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"40476,7-8 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"40477,5-6 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"40494,More than 8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"40497,More than 8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"40500,More than 8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"40506,More than 8 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"40507,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"40520,More than 8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"40521,7-8 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"40522,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"40527,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"40531,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"40533,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"40539,5-6 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"40542,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"40550,5-6 hours,Student,0.0,2.0,1.0,0.0,Moderate"
"40559,7-8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"40569,5-6 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"40584,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"40596,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"40602,More than 8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40606,More than 8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40615,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"40620,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40622,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"40625,5-6 hours,Student,0.0,2.0,1.0,0.0,Moderate"
"40626,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40631,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"40635,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40638,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"40653,5-6 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"40654,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"40655,7-8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40661,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"40671,7-8 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"40672,7-8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40688,Less than 5 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"40691,7-8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"40695,More than 8 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"40697,7-8 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"40700,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"40703,5-6 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"40707,5-6 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"40711,7-8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"40719,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40723,More than 8 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"40725,7-8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40728,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"40731,More than 8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"40734,7-8 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"40735,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"40739,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"40740,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"40742,7-8 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"40744,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"40754,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"40763,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"40768,More than 8 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"40773,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40779,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"40797,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"40800,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"40802,More than 8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"40804,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"40809,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"40812,More than 8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"40819,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"40821,5-6 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"40826,More than 8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"40831,More than 8 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"40834,7-8 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"40836,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"40839,5-6 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"40851,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"40853,More than 8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40856,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40860,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"40866,5-6 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"40867,7-8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40871,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"40875,5-6 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"40876,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"40888,Less than 5 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"40902,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"40903,7-8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"40906,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"40907,More than 8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"40911,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"40914,More than 8 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"40916,More than 8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"40917,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"40924,7-8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"40930,5-6 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"40939,More than 8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"40946,7-8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"40951,5-6 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"40954,7-8 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"40958,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"40959,More than 8 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"40961,More than 8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"40963,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"40964,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"40966,7-8 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"40969,More than 8 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"40971,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"40976,5-6 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"40981,5-6 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"40990,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"40992,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"40997,7-8 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"41012,5-6 hours,Student,0.0,2.0,1.0,0.0,Healthy"
"41013,7-8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"41016,7-8 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"41018,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"41024,More than 8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"41031,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"41040,5-6 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"41042,5-6 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"41050,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"41053,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"41057,More than 8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"41060,7-8 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"41065,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"41076,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"41080,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"41087,7-8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"41089,5-6 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"41103,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"41118,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"41120,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"41129,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"41132,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"41134,7-8 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"41135,5-6 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"41136,5-6 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"41141,5-6 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41143,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41146,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41149,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"41151,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"41156,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"41160,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"41168,5-6 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"41180,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"41188,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"41194,More than 8 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"41207,5-6 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"41208,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"41214,7-8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41216,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"41222,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"41241,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"41246,5-6 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"41249,More than 8 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"41256,7-8 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"41257,More than 8 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"41259,More than 8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"41262,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"41271,5-6 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"41272,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"41273,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41279,7-8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"41282,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"41284,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"41287,5-6 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"41293,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"41298,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41299,More than 8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"41301,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"41305,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"41313,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"41316,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"41318,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"41321,More than 8 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"41340,5-6 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"41348,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"41352,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"41364,5-6 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"41369,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"41370,5-6 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"41383,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"41388,5-6 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"41392,5-6 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"41399,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"41404,7-8 hours,Student,0.0,2.0,1.0,0.0,Healthy"
"41406,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"41407,7-8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"41420,7-8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"41433,More than 8 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"41445,Less than 5 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"41447,5-6 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"41452,7-8 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"41474,7-8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"41476,7-8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"41481,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41494,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"41497,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"41500,7-8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"41503,7-8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41516,7-8 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"41519,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"41524,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41526,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"41532,5-6 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"41537,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"41542,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41549,5-6 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"41550,5-6 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"41554,7-8 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"41558,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"41563,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41564,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"41567,More than 8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"41571,More than 8 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"41572,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41576,More than 8 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"41578,More than 8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"41580,More than 8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41581,7-8 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"41585,5-6 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"41600,7-8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"41603,7-8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"41604,5-6 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"41608,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41610,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"41614,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41616,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"41622,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"41635,5-6 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"41636,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Others"
"41637,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"41643,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"41655,More than 8 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"41660,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41669,More than 8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"41671,7-8 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"41686,7-8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"41688,More than 8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"41693,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"41696,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"41697,7-8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"41698,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"41699,More than 8 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"41704,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"41705,5-6 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"41706,7-8 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"41707,More than 8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"41712,More than 8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41718,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"41719,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"41720,7-8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"41721,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"41726,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"41732,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41738,More than 8 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"41748,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"41757,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"41762,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"41764,5-6 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"41765,More than 8 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"41768,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"41774,More than 8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"41780,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"41782,5-6 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"41785,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"41786,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"41794,More than 8 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"41796,5-6 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"41797,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"41805,More than 8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"41807,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"41810,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"41814,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"41815,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"41819,More than 8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"41821,5-6 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"41825,5-6 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41826,7-8 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"41832,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"41833,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"41835,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"41843,5-6 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"41844,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"41849,7-8 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"41852,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"41859,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"41869,More than 8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"41875,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"41882,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"41891,More than 8 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"41895,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"41896,7-8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"41903,More than 8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"41919,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"41920,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"41923,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"41924,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"41928,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"41931,5-6 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"41932,7-8 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"41942,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"41944,More than 8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"41948,More than 8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"41963,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"41964,7-8 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"41969,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"41973,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"41975,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"41977,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"41983,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"41984,7-8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"41988,5-6 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"41995,More than 8 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"41998,7-8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"42001,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"42005,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"42007,More than 8 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"42013,More than 8 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"42028,7-8 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"42030,More than 8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"42032,5-6 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"42039,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"42040,5-6 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"42045,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"42047,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"42051,7-8 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"42066,More than 8 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"42069,5-6 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"42071,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"42082,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"42084,5-6 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"42086,5-6 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"42089,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"42091,7-8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"42098,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"42109,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"42115,5-6 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"42127,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"42130,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"42131,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"42133,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"42135,5-6 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"42137,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"42138,More than 8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"42144,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"42151,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"42160,5-6 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
